rank,TABLE_NAME,fulldate,daypart,monthpart,yearpart,monthnum,daynum,yearnum,TABLE_ROWS
383,fo11jul2002bhav,11jul2002,11,jul,2002,7,11,2002,1637
384,fo12jul2002bhav,12jul2002,12,jul,2002,7,12,2002,1647
385,fo15jul2002bhav,15jul2002,15,jul,2002,7,15,2002,1663
386,fo16jul2002bhav,16jul2002,16,jul,2002,7,16,2002,1667
387,fo17jul2002bhav,17jul2002,17,jul,2002,7,17,2002,1683
388,fo18jul2002bhav,18jul2002,18,jul,2002,7,18,2002,1689
389,fo19jul2002bhav,19jul2002,19,jul,2002,7,19,2002,1699
390,fo22jul2002bhav,22jul2002,22,jul,2002,7,22,2002,1749
391,fo23jul2002bhav,23jul2002,23,jul,2002,7,23,2002,1759
392,fo24jul2002bhav,24jul2002,24,jul,2002,7,24,2002,1783
393,fo25jul2002bhav,25jul2002,25,jul,2002,7,25,2002,2180
394,fo26jul2002bhav,26jul2002,26,jul,2002,7,26,2002,1436
395,fo29jul2002bhav,29jul2002,29,jul,2002,7,29,2002,1639
396,fo30jul2002bhav,30jul2002,30,jul,2002,7,30,2002,1673
397,fo31jul2002bhav,31jul2002,31,jul,2002,7,31,2002,1691
398,fo01aug2002bhav,01aug2002,01,aug,2002,8,1,2002,1717
399,fo02aug2002bhav,02aug2002,02,aug,2002,8,2,2002,1739
400,fo05aug2002bhav,05aug2002,05,aug,2002,8,5,2002,1769
401,fo06aug2002bhav,06aug2002,06,aug,2002,8,6,2002,1769
402,fo07aug2002bhav,07aug2002,07,aug,2002,8,7,2002,1771
403,fo08aug2002bhav,08aug2002,08,aug,2002,8,8,2002,1799
404,fo09aug2002bhav,09aug2002,09,aug,2002,8,9,2002,1811
405,fo12aug2002bhav,12aug2002,12,aug,2002,8,12,2002,1811
406,fo13aug2002bhav,13aug2002,13,aug,2002,8,13,2002,1811
407,fo14aug2002bhav,14aug2002,14,aug,2002,8,14,2002,1811
408,fo16aug2002bhav,16aug2002,16,aug,2002,8,16,2002,1811
409,fo19aug2002bhav,19aug2002,19,aug,2002,8,19,2002,1817
410,fo20aug2002bhav,20aug2002,20,aug,2002,8,20,2002,1827
411,fo21aug2002bhav,21aug2002,21,aug,2002,8,21,2002,1835
412,fo22aug2002bhav,22aug2002,22,aug,2002,8,22,2002,1837
413,fo23aug2002bhav,23aug2002,23,aug,2002,8,23,2002,1841
414,fo26aug2002bhav,26aug2002,26,aug,2002,8,26,2002,1847
415,fo27aug2002bhav,27aug2002,27,aug,2002,8,27,2002,1853
416,fo28aug2002bhav,28aug2002,28,aug,2002,8,28,2002,1859
417,fo29aug2002bhav,29aug2002,29,aug,2002,8,29,2002,2277
418,fo30aug2002bhav,30aug2002,30,aug,2002,8,30,2002,1551
419,fo02sep2002bhav,02sep2002,02,sep,2002,9,2,2002,1575
420,fo03sep2002bhav,03sep2002,03,sep,2002,9,3,2002,1583
421,fo04sep2002bhav,04sep2002,04,sep,2002,9,4,2002,1583
422,fo05sep2002bhav,05sep2002,05,sep,2002,9,5,2002,1587
423,fo06sep2002bhav,06sep2002,06,sep,2002,9,6,2002,1591
424,fo09sep2002bhav,09sep2002,09,sep,2002,9,9,2002,1655
425,fo11sep2002bhav,11sep2002,11,sep,2002,9,11,2002,1681
426,fo12sep2002bhav,12sep2002,12,sep,2002,9,12,2002,1689
427,fo13sep2002bhav,13sep2002,13,sep,2002,9,13,2002,1689
428,fo16sep2002bhav,16sep2002,16,sep,2002,9,16,2002,1691
429,fo17sep2002bhav,17sep2002,17,sep,2002,9,17,2002,1697
430,fo18sep2002bhav,18sep2002,18,sep,2002,9,18,2002,1723
431,fo19sep2002bhav,19sep2002,19,sep,2002,9,19,2002,1735
432,fo20sep2002bhav,20sep2002,20,sep,2002,9,20,2002,1739
433,fo23sep2002bhav,23sep2002,23,sep,2002,9,23,2002,1741
434,fo24sep2002bhav,24sep2002,24,sep,2002,9,24,2002,1753
435,fo25sep2002bhav,25sep2002,25,sep,2002,9,25,2002,1757
436,fo26sep2002bhav,26sep2002,26,sep,2002,9,26,2002,1763
437,fo27sep2002bhav,27sep2002,27,sep,2002,9,27,2002,2074
438,fo30sep2002bhav,30sep2002,30,sep,2002,9,30,2002,1438
439,fo01oct2002bhav,01oct2002,01,oct,2002,10,1,2002,1438
440,fo03oct2002bhav,03oct2002,03,oct,2002,10,3,2002,1496
441,fo04oct2002bhav,04oct2002,04,oct,2002,10,4,2002,1502
442,fo07oct2002bhav,07oct2002,07,oct,2002,10,7,2002,1514
443,fo08oct2002bhav,08oct2002,08,oct,2002,10,8,2002,1516
444,fo09oct2002bhav,09oct2002,09,oct,2002,10,9,2002,1524
445,fo10oct2002bhav,10oct2002,10,oct,2002,10,10,2002,1526
446,fo11oct2002bhav,11oct2002,11,oct,2002,10,11,2002,1544
447,fo14oct2002bhav,14oct2002,14,oct,2002,10,14,2002,3070
448,fo16oct2002bhav,16oct2002,16,oct,2002,10,16,2002,1592
449,fo17oct2002bhav,17oct2002,17,oct,2002,10,17,2002,1612
450,fo18oct2002bhav,18oct2002,18,oct,2002,10,18,2002,1618
451,fo21oct2002bhav,21oct2002,21,oct,2002,10,21,2002,3260
452,fo22oct2002bhav,22oct2002,22,oct,2002,10,22,2002,1624
453,fo23oct2002bhav,23oct2002,23,oct,2002,10,23,2002,1624
454,fo24oct2002bhav,24oct2002,24,oct,2002,10,24,2002,1634
455,fo25oct2002bhav,25oct2002,25,oct,2002,10,25,2002,1692
456,fo28oct2002bhav,28oct2002,28,oct,2002,10,28,2002,1708
457,fo29oct2002bhav,29oct2002,29,oct,2002,10,29,2002,1714
458,fo30oct2002bhav,30oct2002,30,oct,2002,10,30,2002,3369
459,fo31oct2002bhav,31oct2002,31,oct,2002,10,31,2002,2075
460,fo01nov2002bhav,01nov2002,01,nov,2002,11,1,2002,1512
461,fo04nov2002bhav,04nov2002,04,nov,2002,11,4,2002,1534
462,fo05nov2002bhav,05nov2002,05,nov,2002,11,5,2002,1548
463,fo07nov2002bhav,07nov2002,07,nov,2002,11,7,2002,1578
464,fo08nov2002bhav,08nov2002,08,nov,2002,11,8,2002,1584
465,fo11nov2002bhav,11nov2002,11,nov,2002,11,11,2002,1592
466,fo12nov2002bhav,12nov2002,12,nov,2002,11,12,2002,1592
467,fo13nov2002bhav,13nov2002,13,nov,2002,11,13,2002,1596
468,fo14nov2002bhav,14nov2002,14,nov,2002,11,14,2002,1616
469,fo15nov2002bhav,15nov2002,15,nov,2002,11,15,2002,1686
470,fo18nov2002bhav,18nov2002,18,nov,2002,11,18,2002,1708
471,fo20nov2002bhav,20nov2002,20,nov,2002,11,20,2002,1722
472,fo21nov2002bhav,21nov2002,21,nov,2002,11,21,2002,1740
473,fo22nov2002bhav,22nov2002,22,nov,2002,11,22,2002,1788
474,fo25nov2002bhav,25nov2002,25,nov,2002,11,25,2002,1824
475,fo26nov2002bhav,26nov2002,26,nov,2002,11,26,2002,1856
476,fo27nov2002bhav,27nov2002,27,nov,2002,11,27,2002,1856
477,fo28nov2002bhav,28nov2002,28,nov,2002,11,28,2002,2175
478,fo29nov2002bhav,29nov2002,29,nov,2002,11,29,2002,1520
479,fo02dec2002bhav,02dec2002,02,dec,2002,12,2,2002,1590
480,fo03dec2002bhav,03dec2002,03,dec,2002,12,3,2002,1590
481,fo04dec2002bhav,04dec2002,04,dec,2002,12,4,2002,1606
482,fo05dec2002bhav,05dec2002,05,dec,2002,12,5,2002,1612
483,fo06dec2002bhav,06dec2002,06,dec,2002,12,6,2002,1668
484,fo09dec2002bhav,09dec2002,09,dec,2002,12,9,2002,1670
485,fo10dec2002bhav,10dec2002,10,dec,2002,12,10,2002,1674
486,fo11dec2002bhav,11dec2002,11,dec,2002,12,11,2002,1684
487,fo12dec2002bhav,12dec2002,12,dec,2002,12,12,2002,3369
488,fo13dec2002bhav,13dec2002,13,dec,2002,12,13,2002,1726
489,fo16dec2002bhav,16dec2002,16,dec,2002,12,16,2002,1744
490,fo17dec2002bhav,17dec2002,17,dec,2002,12,17,2002,1748
491,fo18dec2002bhav,18dec2002,18,dec,2002,12,18,2002,1758
492,fo19dec2002bhav,19dec2002,19,dec,2002,12,19,2002,1780
493,fo20dec2002bhav,20dec2002,20,dec,2002,12,20,2002,3558
494,fo23dec2002bhav,23dec2002,23,dec,2002,12,23,2002,7025
495,fo24dec2002bhav,24dec2002,24,dec,2002,12,24,2002,3558
496,fo26dec2002bhav,26dec2002,26,dec,2002,12,26,2002,2179
497,fo27dec2002bhav,27dec2002,27,dec,2002,12,27,2002,4360
498,fo30dec2002bhav,30dec2002,30,dec,2002,12,30,2002,2976
499,fo31dec2002bhav,31dec2002,31,dec,2002,12,31,2002,1496
500,fo01jan2003bhav,01jan2003,01,jan,2003,1,1,2003,1496
501,fo02jan2003bhav,02jan2003,02,jan,2003,1,2,2003,1508
502,fo03jan2003bhav,03jan2003,03,jan,2003,1,3,2003,1518
503,fo06jan2003bhav,06jan2003,06,jan,2003,1,6,2003,1534
504,fo07jan2003bhav,07jan2003,07,jan,2003,1,7,2003,1542
505,fo08jan2003bhav,08jan2003,08,jan,2003,1,8,2003,1554
506,fo09jan2003bhav,09jan2003,09,jan,2003,1,9,2003,1554
507,fo10jan2003bhav,10jan2003,10,jan,2003,1,10,2003,1568
508,fo13jan2003bhav,13jan2003,13,jan,2003,1,13,2003,1580
509,fo14jan2003bhav,14jan2003,14,jan,2003,1,14,2003,1588
510,fo15jan2003bhav,15jan2003,15,jan,2003,1,15,2003,1588
511,fo16jan2003bhav,16jan2003,16,jan,2003,1,16,2003,1618
512,fo17jan2003bhav,17jan2003,17,jan,2003,1,17,2003,1626
513,fo20jan2003bhav,20jan2003,20,jan,2003,1,20,2003,1640
514,fo21jan2003bhav,21jan2003,21,jan,2003,1,21,2003,1646
515,fo22jan2003bhav,22jan2003,22,jan,2003,1,22,2003,1664
516,fo23jan2003bhav,23jan2003,23,jan,2003,1,23,2003,1682
517,fo24jan2003bhav,24jan2003,24,jan,2003,1,24,2003,1704
518,fo27jan2003bhav,27jan2003,27,jan,2003,1,27,2003,1750
519,fo28jan2003bhav,28jan2003,28,jan,2003,1,28,2003,1752
520,fo29jan2003bhav,29jan2003,29,jan,2003,1,29,2003,1762
521,fo30jan2003bhav,30jan2003,30,jan,2003,1,30,2003,2472
522,fo31jan2003bhav,31jan2003,31,jan,2003,1,31,2003,1848
523,fo03feb2003bhav,03feb2003,03,feb,2003,2,3,2003,1906
524,fo04feb2003bhav,04feb2003,04,feb,2003,2,4,2003,1924
525,fo05feb2003bhav,05feb2003,05,feb,2003,2,5,2003,1970
526,fo06feb2003bhav,06feb2003,06,feb,2003,2,6,2003,1978
527,fo07feb2003bhav,07feb2003,07,feb,2003,2,7,2003,1978
528,fo10feb2003bhav,10feb2003,10,feb,2003,2,10,2003,2080
529,fo11feb2003bhav,11feb2003,11,feb,2003,2,11,2003,2077
530,fo12feb2003bhav,12feb2003,12,feb,2003,2,12,2003,2075
531,fo14feb2003bhav,14feb2003,14,feb,2003,2,14,2003,2180
532,fo17feb2003bhav,17feb2003,17,feb,2003,2,17,2003,2181
533,fo18feb2003bhav,18feb2003,18,feb,2003,2,18,2003,2181
534,fo19feb2003bhav,19feb2003,19,feb,2003,2,19,2003,2181
535,fo20feb2003bhav,20feb2003,20,feb,2003,2,20,2003,2182
536,fo21feb2003bhav,21feb2003,21,feb,2003,2,21,2003,2179
537,fo24feb2003bhav,24feb2003,24,feb,2003,2,24,2003,2179
538,fo25feb2003bhav,25feb2003,25,feb,2003,2,25,2003,2181
539,fo26feb2003bhav,26feb2003,26,feb,2003,2,26,2003,2181
540,fo27feb2003bhav,27feb2003,27,feb,2003,2,27,2003,2675
541,fo28feb2003bhav,28feb2003,28,feb,2003,2,28,2003,1894
542,fo03mar2003bhav,03mar2003,03,mar,2003,3,3,2003,1902
543,fo04mar2003bhav,04mar2003,04,mar,2003,3,4,2003,1904
544,fo05mar2003bhav,05mar2003,05,mar,2003,3,5,2003,1920
545,fo06mar2003bhav,06mar2003,06,mar,2003,3,6,2003,1938
546,fo07mar2003bhav,07mar2003,07,mar,2003,3,7,2003,2092
547,fo10mar2003bhav,10mar2003,10,mar,2003,3,10,2003,2182
548,fo11mar2003bhav,11mar2003,11,mar,2003,3,11,2003,2181
549,fo12mar2003bhav,12mar2003,12,mar,2003,3,12,2003,2180
550,fo13mar2003bhav,13mar2003,13,mar,2003,3,13,2003,2181
551,fo17mar2003bhav,17mar2003,17,mar,2003,3,17,2003,2275
552,fo19mar2003bhav,19mar2003,19,mar,2003,3,19,2003,2278
553,fo20mar2003bhav,20mar2003,20,mar,2003,3,20,2003,2277
554,fo21mar2003bhav,21mar2003,21,mar,2003,3,21,2003,2277
555,fo24mar2003bhav,24mar2003,24,mar,2003,3,24,2003,2277
556,fo25mar2003bhav,25mar2003,25,mar,2003,3,25,2003,2277
557,fo26mar2003bhav,26mar2003,26,mar,2003,3,26,2003,2275
558,fo27mar2003bhav,27mar2003,27,mar,2003,3,27,2003,2773
559,fo28mar2003bhav,28mar2003,28,mar,2003,3,28,2003,1918
560,fo31mar2003bhav,31mar2003,31,mar,2003,3,31,2003,3964
561,fo01apr2003bhav,01apr2003,01,apr,2003,4,1,2003,2090
562,fo02apr2003bhav,02apr2003,02,apr,2003,4,2,2003,2090
563,fo03apr2003bhav,03apr2003,03,apr,2003,4,3,2003,2090
564,fo04apr2003bhav,04apr2003,04,apr,2003,4,4,2003,2092
565,fo07apr2003bhav,07apr2003,07,apr,2003,4,7,2003,2094
566,fo08apr2003bhav,08apr2003,08,apr,2003,4,8,2003,2093
567,fo09apr2003bhav,09apr2003,09,apr,2003,4,9,2003,2195
568,fo10apr2003bhav,10apr2003,10,apr,2003,4,10,2003,2377
569,fo11apr2003bhav,11apr2003,11,apr,2003,4,11,2003,2473
570,fo15apr2003bhav,15apr2003,15,apr,2003,4,15,2003,2475
571,fo16apr2003bhav,16apr2003,16,apr,2003,4,16,2003,2473
572,fo17apr2003bhav,17apr2003,17,apr,2003,4,17,2003,4937
573,fo21apr2003bhav,21apr2003,21,apr,2003,4,21,2003,7616
574,fo22apr2003bhav,22apr2003,22,apr,2003,4,22,2003,5043
575,fo23apr2003bhav,23apr2003,23,apr,2003,4,23,2003,15195
576,fo24apr2003bhav,24apr2003,24,apr,2003,4,24,2003,3556
577,fo25apr2003bhav,25apr2003,25,apr,2003,4,25,2003,7909
578,fo28apr2003bhav,28apr2003,28,apr,2003,4,28,2003,2774
579,fo29apr2003bhav,29apr2003,29,apr,2003,4,29,2003,2873
580,fo30apr2003bhav,30apr2003,30,apr,2003,4,30,2003,2872
581,fo02may2003bhav,02may2003,02,may,2003,5,2,2003,2894
582,fo05may2003bhav,05may2003,05,may,2003,5,5,2003,2988
583,fo06may2003bhav,06may2003,06,may,2003,5,6,2003,3089
584,fo07may2003bhav,07may2003,07,may,2003,5,7,2003,3087
585,fo08may2003bhav,08may2003,08,may,2003,5,8,2003,3089
586,fo09may2003bhav,09may2003,09,may,2003,5,9,2003,3092
587,fo12may2003bhav,12may2003,12,may,2003,5,12,2003,3163
588,fo13may2003bhav,13may2003,13,may,2003,5,13,2003,3164
589,fo14may2003bhav,14may2003,14,may,2003,5,14,2003,3163
590,fo15may2003bhav,15may2003,15,may,2003,5,15,2003,3163
591,fo16may2003bhav,16may2003,16,may,2003,5,16,2003,3265
592,fo19may2003bhav,19may2003,19,may,2003,5,19,2003,3265
593,fo20may2003bhav,20may2003,20,may,2003,5,20,2003,3265
594,fo21may2003bhav,21may2003,21,may,2003,5,21,2003,3362
595,fo22may2003bhav,22may2003,22,may,2003,5,22,2003,3466
596,fo23may2003bhav,23may2003,23,may,2003,5,23,2003,3466
597,fo26may2003bhav,26may2003,26,may,2003,5,26,2003,3556
598,fo27may2003bhav,27may2003,27,may,2003,5,27,2003,3558
599,fo28may2003bhav,28may2003,28,may,2003,5,28,2003,3558
600,fo29may2003bhav,29may2003,29,may,2003,5,29,2003,4158
601,fo30may2003bhav,30may2003,30,may,2003,5,30,2003,3065
602,fo02jun2003bhav,02jun2003,02,jun,2003,6,2,2003,3089
603,fo03jun2003bhav,03jun2003,03,jun,2003,6,3,2003,3089
604,fo04jun2003bhav,04jun2003,04,jun,2003,6,4,2003,3190
605,fo05jun2003bhav,05jun2003,05,jun,2003,6,5,2003,3190
606,fo06jun2003bhav,06jun2003,06,jun,2003,6,6,2003,3286
607,fo09jun2003bhav,09jun2003,09,jun,2003,6,9,2003,3383
608,fo10jun2003bhav,10jun2003,10,jun,2003,6,10,2003,3468
609,fo11jun2003bhav,11jun2003,11,jun,2003,6,11,2003,3466
610,fo12jun2003bhav,12jun2003,12,jun,2003,6,12,2003,3463
611,fo13jun2003bhav,13jun2003,13,jun,2003,6,13,2003,3558
612,fo16jun2003bhav,16jun2003,16,jun,2003,6,16,2003,3556
613,fo17jun2003bhav,17jun2003,17,jun,2003,6,17,2003,3752
614,fo18jun2003bhav,18jun2003,18,jun,2003,6,18,2003,3758
615,fo19jun2003bhav,19jun2003,19,jun,2003,6,19,2003,3861
616,fo20jun2003bhav,20jun2003,20,jun,2003,6,20,2003,3864
617,fo23jun2003bhav,23jun2003,23,jun,2003,6,23,2003,7642
618,fo24jun2003bhav,24jun2003,24,jun,2003,6,24,2003,3866
619,fo25jun2003bhav,25jun2003,25,jun,2003,6,25,2003,3960
620,fo26jun2003bhav,26jun2003,26,jun,2003,6,26,2003,4653
621,fo27jun2003bhav,27jun2003,27,jun,2003,6,27,2003,3265
622,fo30jun2003bhav,30jun2003,30,jun,2003,6,30,2003,3267
623,fo01jul2003bhav,01jul2003,01,jul,2003,7,1,2003,3383
624,fo02jul2003bhav,02jul2003,02,jul,2003,7,2,2003,3386
625,fo03jul2003bhav,03jul2003,03,jul,2003,7,3,2003,3484
626,fo04jul2003bhav,04jul2003,04,jul,2003,7,4,2003,3484
627,fo07jul2003bhav,07jul2003,07,jul,2003,7,7,2003,3486
628,fo08jul2003bhav,08jul2003,08,jul,2003,7,8,2003,3580
629,fo09jul2003bhav,09jul2003,09,jul,2003,7,9,2003,3688
630,fo10jul2003bhav,10jul2003,10,jul,2003,7,10,2003,3862
631,fo11jul2003bhav,11jul2003,11,jul,2003,7,11,2003,3964
632,fo14jul2003bhav,14jul2003,14,jul,2003,7,14,2003,3964
633,fo15jul2003bhav,15jul2003,15,jul,2003,7,15,2003,4061
634,fo16jul2003bhav,16jul2003,16,jul,2003,7,16,2003,4056
635,fo17jul2003bhav,17jul2003,17,jul,2003,7,17,2003,4164
636,fo18jul2003bhav,18jul2003,18,jul,2003,7,18,2003,4164
637,fo21jul2003bhav,21jul2003,21,jul,2003,7,21,2003,4162
638,fo22jul2003bhav,22jul2003,22,jul,2003,7,22,2003,4259
639,fo23jul2003bhav,23jul2003,23,jul,2003,7,23,2003,4261
640,fo24jul2003bhav,24jul2003,24,jul,2003,7,24,2003,4259
641,fo25jul2003bhav,25jul2003,25,jul,2003,7,25,2003,4257
642,fo28jul2003bhav,28jul2003,28,jul,2003,7,28,2003,4254
643,fo29jul2003bhav,29jul2003,29,jul,2003,7,29,2003,4259
644,fo30jul2003bhav,30jul2003,30,jul,2003,7,30,2003,4351
645,fo31jul2003bhav,31jul2003,31,jul,2003,7,31,2003,4937
646,fo01aug2003bhav,01aug2003,01,aug,2003,8,1,2003,3391
647,fo04aug2003bhav,04aug2003,04,aug,2003,8,4,2003,3592
648,fo05aug2003bhav,05aug2003,05,aug,2003,8,5,2003,3589
649,fo06aug2003bhav,06aug2003,06,aug,2003,8,6,2003,3592
650,fo07aug2003bhav,07aug2003,07,aug,2003,8,7,2003,3594
651,fo08aug2003bhav,08aug2003,08,aug,2003,8,8,2003,3696
652,fo11aug2003bhav,11aug2003,11,aug,2003,8,11,2003,3763
653,fo12aug2003bhav,12aug2003,12,aug,2003,8,12,2003,3771
654,fo13aug2003bhav,13aug2003,13,aug,2003,8,13,2003,3866
655,fo14aug2003bhav,14aug2003,14,aug,2003,8,14,2003,3950
656,fo18aug2003bhav,18aug2003,18,aug,2003,8,18,2003,4054
657,fo19aug2003bhav,19aug2003,19,aug,2003,8,19,2003,4056
658,fo20aug2003bhav,20aug2003,20,aug,2003,8,20,2003,4162
659,fo21aug2003bhav,21aug2003,21,aug,2003,8,21,2003,4162
660,fo22aug2003bhav,22aug2003,22,aug,2003,8,22,2003,4261
661,fo25aug2003bhav,25aug2003,25,aug,2003,8,25,2003,4263
662,fo26aug2003bhav,26aug2003,26,aug,2003,8,26,2003,4349
663,fo27aug2003bhav,27aug2003,27,aug,2003,8,27,2003,4450
664,fo28aug2003bhav,28aug2003,28,aug,2003,8,28,2003,5558
665,fo29aug2003bhav,29aug2003,29,aug,2003,8,29,2003,3966
666,fo01sep2003bhav,01sep2003,01,sep,2003,9,1,2003,4191
667,fo02sep2003bhav,02sep2003,02,sep,2003,9,2,2003,4287
668,fo03sep2003bhav,03sep2003,03,sep,2003,9,3,2003,4289
669,fo04sep2003bhav,04sep2003,04,sep,2003,9,4,2003,4479
670,fo05sep2003bhav,05sep2003,05,sep,2003,9,5,2003,4588
671,fo08sep2003bhav,08sep2003,08,sep,2003,9,8,2003,4697
672,fo09sep2003bhav,09sep2003,09,sep,2003,9,9,2003,4773
673,fo10sep2003bhav,10sep2003,10,sep,2003,9,10,2003,4841
674,fo11sep2003bhav,11sep2003,11,sep,2003,9,11,2003,4860
675,fo12sep2003bhav,12sep2003,12,sep,2003,9,12,2003,4848
676,fo15sep2003bhav,15sep2003,15,sep,2003,9,15,2003,4950
677,fo16sep2003bhav,16sep2003,16,sep,2003,9,16,2003,4940
678,fo17sep2003bhav,17sep2003,17,sep,2003,9,17,2003,4942
679,fo18sep2003bhav,18sep2003,18,sep,2003,9,18,2003,5049
680,fo19sep2003bhav,19sep2003,19,sep,2003,9,19,2003,5153
681,fo22sep2003bhav,22sep2003,22,sep,2003,9,22,2003,5150
682,fo23sep2003bhav,23sep2003,23,sep,2003,9,23,2003,5137
683,fo24sep2003bhav,24sep2003,24,sep,2003,9,24,2003,5142
684,fo25sep2003bhav,25sep2003,25,sep,2003,9,25,2003,6296
685,fo26sep2003bhav,26sep2003,26,sep,2003,9,26,2003,4246
686,fo29sep2003bhav,29sep2003,29,sep,2003,9,29,2003,4358
687,fo30sep2003bhav,30sep2003,30,sep,2003,9,30,2003,4464
688,fo01oct2003bhav,01oct2003,01,oct,2003,10,1,2003,4579
689,fo03oct2003bhav,03oct2003,03,oct,2003,10,3,2003,4690
690,fo06oct2003bhav,06oct2003,06,oct,2003,10,6,2003,4875
691,fo07oct2003bhav,07oct2003,07,oct,2003,10,7,2003,4990
692,fo08oct2003bhav,08oct2003,08,oct,2003,10,8,2003,5087
693,fo09oct2003bhav,09oct2003,09,oct,2003,10,9,2003,5094
694,fo10oct2003bhav,10oct2003,10,oct,2003,10,10,2003,5456
695,fo13oct2003bhav,13oct2003,13,oct,2003,10,13,2003,5640
696,fo14oct2003bhav,14oct2003,14,oct,2003,10,14,2003,5625
697,fo15oct2003bhav,15oct2003,15,oct,2003,10,15,2003,5730
698,fo16oct2003bhav,16oct2003,16,oct,2003,10,16,2003,5864
699,fo17oct2003bhav,17oct2003,17,oct,2003,10,17,2003,6084
700,fo20oct2003bhav,20oct2003,20,oct,2003,10,20,2003,6203
701,fo21oct2003bhav,21oct2003,21,oct,2003,10,21,2003,6215
702,fo22oct2003bhav,22oct2003,22,oct,2003,10,22,2003,6200
703,fo23oct2003bhav,23oct2003,23,oct,2003,10,23,2003,6042
704,fo24oct2003bhav,24oct2003,24,oct,2003,10,24,2003,6209
705,fo27oct2003bhav,27oct2003,27,oct,2003,10,27,2003,6212
706,fo28oct2003bhav,28oct2003,28,oct,2003,10,28,2003,6194
707,fo29oct2003bhav,29oct2003,29,oct,2003,10,29,2003,6153
708,fo30oct2003bhav,30oct2003,30,oct,2003,10,30,2003,6930
709,fo31oct2003bhav,31oct2003,31,oct,2003,10,31,2003,4858
710,fo03nov2003bhav,03nov2003,03,nov,2003,11,3,2003,5187
711,fo04nov2003bhav,04nov2003,04,nov,2003,11,4,2003,5359
712,fo05nov2003bhav,05nov2003,05,nov,2003,11,5,2003,5351
713,fo06nov2003bhav,06nov2003,06,nov,2003,11,6,2003,5491
714,fo07nov2003bhav,07nov2003,07,nov,2003,11,7,2003,5491
715,fo10nov2003bhav,10nov2003,10,nov,2003,11,10,2003,5552
716,fo11nov2003bhav,11nov2003,11,nov,2003,11,11,2003,5530
717,fo12nov2003bhav,12nov2003,12,nov,2003,11,12,2003,5617
718,fo13nov2003bhav,13nov2003,13,nov,2003,11,13,2003,5640
719,fo14nov2003bhav,14nov2003,14,nov,2003,11,14,2003,5660
720,fo17nov2003bhav,17nov2003,17,nov,2003,11,17,2003,5611
721,fo18nov2003bhav,18nov2003,18,nov,2003,11,18,2003,5634
722,fo19nov2003bhav,19nov2003,19,nov,2003,11,19,2003,5625
723,fo20nov2003bhav,20nov2003,20,nov,2003,11,20,2003,5753
724,fo21nov2003bhav,21nov2003,21,nov,2003,11,21,2003,5715
725,fo24nov2003bhav,24nov2003,24,nov,2003,11,24,2003,5756
726,fo25nov2003bhav,25nov2003,25,nov,2003,11,25,2003,5855
727,fo27nov2003bhav,27nov2003,27,nov,2003,11,27,2003,6820
728,fo28nov2003bhav,28nov2003,28,nov,2003,11,28,2003,4464
729,fo01dec2003bhav,01dec2003,01,dec,2003,12,1,2003,4773
730,fo02dec2003bhav,02dec2003,02,dec,2003,12,2,2003,4895
731,fo03dec2003bhav,03dec2003,03,dec,2003,12,3,2003,4877
732,fo04dec2003bhav,04dec2003,04,dec,2003,12,4,2003,4987
733,fo05dec2003bhav,05dec2003,05,dec,2003,12,5,2003,4985
734,fo08dec2003bhav,08dec2003,08,dec,2003,12,8,2003,5100
735,fo09dec2003bhav,09dec2003,09,dec,2003,12,9,2003,5074
736,fo10dec2003bhav,10dec2003,10,dec,2003,12,10,2003,5153
737,fo11dec2003bhav,11dec2003,11,dec,2003,12,11,2003,5257
738,fo12dec2003bhav,12dec2003,12,dec,2003,12,12,2003,5249
739,fo15dec2003bhav,15dec2003,15,dec,2003,12,15,2003,5340
740,fo16dec2003bhav,16dec2003,16,dec,2003,12,16,2003,5442
741,fo17dec2003bhav,17dec2003,17,dec,2003,12,17,2003,5442
742,fo18dec2003bhav,18dec2003,18,dec,2003,12,18,2003,5532
743,fo19dec2003bhav,19dec2003,19,dec,2003,12,19,2003,5637
744,fo22dec2003bhav,22dec2003,22,dec,2003,12,22,2003,5843
745,fo23dec2003bhav,23dec2003,23,dec,2003,12,23,2003,5832
746,fo24dec2003bhav,24dec2003,24,dec,2003,12,24,2003,6711
747,fo26dec2003bhav,26dec2003,26,dec,2003,12,26,2003,4345
748,fo29dec2003bhav,29dec2003,29,dec,2003,12,29,2003,4833
749,fo30dec2003bhav,30dec2003,30,dec,2003,12,30,2003,4942
750,fo31dec2003bhav,31dec2003,31,dec,2003,12,31,2003,5031
751,fo01jan2004bhav,01jan2004,01,jan,2004,1,1,2004,5194
752,fo02jan2004bhav,02jan2004,02,jan,2004,1,2,2004,5373
753,fo05jan2004bhav,05jan2004,05,jan,2004,1,5,2004,5577
754,fo06jan2004bhav,06jan2004,06,jan,2004,1,6,2004,5577
755,fo07jan2004bhav,07jan2004,07,jan,2004,1,7,2004,5577
756,fo08jan2004bhav,08jan2004,08,jan,2004,1,8,2004,5662
757,fo09jan2004bhav,09jan2004,09,jan,2004,1,9,2004,5870
758,fo12jan2004bhav,12jan2004,12,jan,2004,1,12,2004,5849
759,fo13jan2004bhav,13jan2004,13,jan,2004,1,13,2004,6099
760,fo14jan2004bhav,14jan2004,14,jan,2004,1,14,2004,6029
